guideline_id,filename,guideline_name,icd10,age_category,file_size_bytes,sha256,candidate_section_count,candidate_chunk_count
534_3,534_3.pdf,Вторичное злокачественное новообразование головного мозга и мозговых оболочек,C79.3,Взрослые,1357269,c98c4367c3cee7f609949445a2976a720da7e3634fda6692b5663799e1212055,1,56
535_2,535_2.pdf,Рак носоглотки,C11,Взрослые,1566242,b16a3f8eb9ee79a993cf018d02ec03250aff31a9580db548b05f820213b676f3,15,62
536_3,536_3.pdf,Витамин-В12-дефицитная анемия,"D51.0, D51.1, D51.3, D51.8, D51.9, D53.1","Взрослые, дети",703648,23ebff9fb7e2a88c5e0cb243ae03945d1bc7dd46830420b8f36aa070a3224ba0,23,44
537_3,537_3.pdf,Рак шейки матки,"C53, D06",Взрослые,1722606,8b9c9d5bf25e61485bf0243a39bdb51dc05d972a017574de7fcb79aa802dd474,1,84
539_2,539_2.pdf,Анемии при злокачественных новообразованиях,D63.0,Дети,1267216,276924ad9290e822a581e2ee1cf9dc38ddc49123dcfd370d73a5a99cfdec3547,21,47
53_2,53_2.pdf,Аневризмы брюшной аорты,"I71.3, I71.4",Взрослые,2953463,530a78e82f9cfd65c003148516c2c27d46af5cb62274248d4e3ae4ac08977266,36,211
540_3,540_3.pdf,Фолиеводефицитная анемия,D52,"Взрослые, дети",425551,31d8c30f3a62c3be574dca86f5f2208c046283e808499885f598567d4599d257,23,36
541_2,541_2.pdf,Неэпителиальные опухоли яичников,C56,Взрослые,1270486,fd2bc7b8ba85559c9148d06d772c7fc478c0f92e27c355035f91cfeac173b9ee,12,51
543_3,543_3.pdf,Серповидно-клеточные нарушения,D57,"Взрослые, дети",1424214,418b4169c3d917250fad845055fd749ca3a38afc906ecb35bf0e438b94c0ff09,39,102
547_3,547_3.pdf,Рак яичников / рак маточной трубы / первичный рак брюшины,"C48, C56, C57, D39.1, D39.7, D39.9",Взрослые,2739882,7e80290973924b0e5cc5a8479845639ad82c281a5b44dfe4bfa4d666b7c8fea8,25,124
54_3,54_3.pdf,Инфекционный эндокардит и инфекция внутрисердечных устройств,"I33, I38, I39, T85.7",Взрослые,3975599,5e88b5e0f5a05fa1dc261e4962c85881880f0bb0c8da7e44af05aa6427d39a28,50,296
550_3,550_3.pdf,Атипичный гемолитико-уремический синдром,"D59.3, M31.1, N08.2, N17.0, N17.1",Взрослые,1551702,67f47e38ef4d78300709e372569d5c3d07bd55f6e2d3210b10bc0f2777a970a1,26,100
551_3,551_3.pdf,Гастроинтестинальные стромальные опухоли,"C15, C16, C17, C18, C19, C20, C48",Взрослые,1357371,e3f1acb16a4d92a877eb77229e1e9a496c6348998cf20be468da971f8cadc4d1,13,51
553_2,553_2.pdf,Злокачественные новообразования  губы,C00,Взрослые,12731281,3601fc7cc7c58db5d56e7ea7b778f4c098c0829950803f8fc359fec46fdc2c55,39,115
554_4,554_4.pdf,Рак прямой кишки,"C20, D01.2, D37.5",Взрослые,3246471,f2eb3b7939b0e00620b89e381d5146d90c2a6f9980117170edd2e7365ae1579e,1,169
555_3,555_3.pdf,"Плоскоклеточный рак анального канала, анального края, перианальной кожи","C21, C44.5",Взрослые,1336830,c2b6c6ffaaa0ea5978e1cfe312d186f609446e3d27782573422c651088f089fb,1,97
562_3,562_3.pdf,Псориаз артропатический. Псориатический артрит,"L40.5, M07.0, M07.1, M07.2, M07.3","Взрослые, дети",928398,9508994338e35368f9bb7150c86c5096b76d1d5d81359d5f2d6baa801a4b1833,27,91
563_2,563_2.pdf,Корь,B05.9,"Взрослые, дети",1625663,562526753fb4e4f3d58956a0d57efbd1cc3c6ece44e3edd7d1bb231c2cdb9982,28,60
566_2,566_2.pdf,Болезнь Лайма у взрослых,A69.2,Взрослые,1158906,4789bbaa5f6b9a0d752648d006c3c7e9e962c938bb9ae2e01b224ddb655d2a42,23,86
567_2,567_2.pdf,Клещевой вирусный энцефалит у взрослых,"A84, A84.0, A84.1, A84.8, A84.9",Взрослые,1210295,a179ad583029f1e832b52e42ab76084c811b7c016ff27274a51a05e3094ff0d0,22,87
568_2,568_2.pdf,Предсердно-желудочковая блокада,"I44.0, I44.1, I44.2, I44.3",Дети,20765111,c9c17ee56abd7324758207cb7fd87a367ef74babd126384f30cf10e022c5e61d,1,0
569_2,569_2.pdf,Желудочковые нарушения ритма сердца. Внезапная сердечная смерть.,"I46, I46.0, I46.1, I46.9, I47.0, I47.0, I47.2, I47.9, I49.0, I49.3, I49.4, I49.8, I49.9","Взрослые, дети",2675623,c3db333eba64c01dd4cc6dc43393b4e066e7151a17f040d3b167553f158304fd,14,239
570_2,570_2.pdf,Синдром слабости синусового узла,I49.5,Дети,23149508,020ea385216e786a887255763b330f4a36969a87a65253d10f19935dd2bcc336,1,0
571_2,571_2.pdf,Артериальная гипертензия у детей,"I10, I11, I12, I13, I15, P29.2",Дети,61616797,926ca08379f0f9aacd1d0749c1e753fd1574f88b1e84e3568b7fc79f2ec0faf9,1,0
574_1,574_1.pdf,Рак желудка,C16,Взрослые,2332253,628a81fb2fc373f2b3c2c1a795a1431201a2e48c4601d6a7abf1f37903785d3d,13,95
575_3,575_3.pdf,Синдром Сезари,C84.1,"Взрослые, дети",564983,f2744b28047c592c256d03cf7ba1f1dea1a05b882dd6784a754ad753d88e4181,26,56
57_3,57_3.pdf,Острый гепатит С (ОГС) у детей,B17.1,Дети,1081356,633d90f9616d0c3fd940dcfc754ffc448dc15b7b13bce3f0e9214d3ff863f0a7,26,63
580_3,580_3.pdf,Желчнокаменная болезнь,"K80, K81.1, K82.8, K83.0, K83.8, K83.9",Дети,1104698,384ffe03ca800089a56d966eeed4a95574b9db445f6ebe3c97369c2beb440705,32,83
581_2,581_2.pdf,Варикоцеле у детей,I86.1,Дети,637496,20dfba794c6f0e394301bdfdd8c62b09f7ba4467b2f0c3d72ad7610119db1aeb,11,26
584_2,584_2.pdf,Герминогенные опухоли у мужчин,"C38.1, C38.2, C38.3, C38.8, C48.0, C48.8, C62.0, C62.1, C62.9, D40.1",Взрослые,835146,819a7688ca44e86721f2bb7fd72355020504552a6b9f644943d3205fde4ee6e7,33,100
585_2,585_2.pdf,Первичные опухоли центральной нервной системы ,"C70.0, C70.1, C70.9, C71.0, C71.1, C71.2, C71.3, C71.4, C71.5, C71.6, C71.7, C71.8, C71.9, C72.0, C72.1, C72.2, C72.3, C72.4, C72.5, C72.8, C72.9, D18.0, D18.1, D32.0, D32.1, D32.9, D33, D42.0, D42.1, D42.9, D43.0, D43.1, D43.2, D43.3, D43.4, D43.7, D43.9, D48.2",Взрослые,3185610,f60fdb1d14d7293517effaa5d5db7a1e8252038639ce2c1d94271f44aacbf0b3,14,45
586_3,586_3.pdf,Острые миелоидные лейкозы,"C92.0, C92.3, C92.5, C92.6, C92.7, C92.8, C92.9, C93.0, C94.0, C94.2",Дети,1771014,0aefee383ddce6dd46022535238410e490a56fa6149677823e077168d6824663,25,117
587_2,587_2.pdf,Почечная колика,"N13.2, N23",Взрослые,564014,7c37ff4a2fc41a33bca1bb3fa830b32a41c4b3a8f21a1800366a4abedab1d247,25,58
588_3,588_3.pdf,Нейрогенная дисфункция нижних мочевыводящих путей,"G83.4, G95.8, N31.0, N31.1, N31.2, N31.8, N31.9",Взрослые,1863578,944bff6f1584644173eef4ee85ca005de49c56eb0c0c1e6348d8f77c03658807,25,73
58_2,58_2.pdf,Менингококковая инфекция у детей,"A39, Z22.3",Дети,1706040,fba9df0087f8774e48f90ff7187a1634bb2ea0e544cd3646d9fc7dab5fe62d8a,26,85
590_2,590_2.pdf,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ Абстинентное состояние (синдром отмены) с делирием","F10.4, F11.4, F13.4, F19.4",Взрослые,1561586,1fa90957ff2b5f76a342703622c03cf53478f669138e69b2c8c2e6d94ec2480f,20,64
592_3,592_3.pdf,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ. Пагубное (с вредными последствиями) употребление","F10.1, F11.1, F12.1, F13.1, F14.1, F15.1, F16.1, F17.1, F18.1, F19.1",Взрослые,1300514,3b55cf51e6e219fa2c2385243fc01a132b5523b9ce7767d9470e4bc5b5e0ff00,20,145
593_3,593_3.pdf,Проксимальная спинальная мышечная атрофия 5q,"G12.0, G12.1",Дети,1503876,9398bff572a86b727a61af11af348054a93d22d727d4899412d0e3841f08bf3b,33,147
594_3,594_3.pdf,Расстройства аутистического спектра,"F84.0, F84.1, F84.4, F84.5, F84.8, F84.9",Дети,1632656,3884040e7446b48d37a3f7e07c937770d858f7d4f437b59d8e23f9e53e7a3b99,31,126
595_3,595_3.pdf,Затрудненные роды [дистоция] вследствие предлежания плечика. Дистоция плечиков,O66.0,"Взрослые, дети",1589260,5cfdadb49d55a8e54c8391ece1eb8c570872a62cd96dd5b986bd576edfbe2406,19,45
596_3,596_3.pdf,Резус-изоиммунизация. Гемолитическая болезнь плода,"O36.0, O36.1, P55.0, P55.8, P55.9, P56.0, P56.9","Взрослые, дети",1058070,d8f69b62ac189806ab2c77ac8e5ff2a500dce6292fa83e6b0226d27e80a7d73f,10,26
597_3,597_3.pdf,"Цервикальная интраэпителиальная неоплазия, эрозия и эктропион шейки матки","N86, N87, N88.0, N88.1, N88.2, N88.4, N88.8","Взрослые, дети",2099105,7e3e28d2a8a2d1ad45e131084ab4c7e2e9cdc7f41dd9115c6d9591967095b375,21,55
598_3,598_3.pdf,Доброкачественная дисплазия молочной железы,"N60.0, N60.1, N60.2, N60.3, N60.4, N60.8, N60.9, N62, N63, N64.4","Взрослые, дети",1799674,b79be04a9635d6fb924ab445266b680c1a380138dbf718e5bb03ec7bc43defd0,33,89
5_3,5_3.pdf,Мужское бесплодие,"N46, Z31.6",Взрослые,1345363,96d5aa1bae8b8484581a045e9f51e5bb3ee2d8cea75e46faeaff128190a1b3fc,25,95
600_2,600_2.pdf,Падения у пациентов пожилого и старческого возраста,"R29.6, W00, W01, W02, W03, W04, W05, W06, W07, W08, W10, W11, W17, W18, W19",Взрослые,11703565,d1ca99a4299636d93566dde5ebb7394b00542042c284d6e0f70d1b997c453951,32,88
601_2,601_2.pdf,"Психические и поведенческие расстройства, вызванные употреблением табака (никотина). Синдром зависимости от табака, синдром отмены табака у взрослых","F17.2, F17.3",Взрослые,1417083,6a15b2600dcbaf916ede9bf242cd7245a361af74e3c423ed00aa4a8a8ac1319a,19,56
602_2,602_2.pdf,Синдром гипоплазии левых отделов сердца ,Q23.4,Дети,1625109,5ac61c0bcdc4dcf858377aa2dbdb70ec464be25771a2b947c5d590db3baf0783,22,90
603_3,603_3.pdf,Хроническая обструктивная болезнь легких ,"J44, Z57.2, Z57.3, Z57.4, Z57.5",Взрослые,3846771,2c735af749d31a6ea8dd5ba15340fe5f5c72e0a430a7c2d0288ec4706d654270,34,143
606_3,606_3.pdf,Системная красная волчанка,"M32, M32.0, M32.1, M32.8, M32.9",Дети,4699138,d21ab92701c34703db1b0d7fa46e43e3dc29a496753e969dd206b6cb93e3276a,59,385
609_2,609_2.pdf,"Потеря слуха, вызванная шумом","H83.3, Z57.0",Взрослые,2662974,ab4ea037a4783e2b162fd75da8dc2dc97e8491c0963e3d5735e20a2c707ada96,28,107
610_2,610_2.pdf,Нейроэндокринные опухоли,"C10, C11, C14, C15, C16, C17, C18, C19, C20, C21, C22, C23, C24, C25, C26.0, C26.8, C26.9, C33, C34, C37, C38, C39, C44, C48.8, C50, C51, C52, C53, C54, C55, C56, C57, C61, C64, C65, C66, C67, C68, C73, C74.1, C74.9, C75, C78, C80, C97",Взрослые,4054689,c44048d0ae10c02a24b51e70cb725896002a06b8536d90980559702ca63657ff,19,103
613_2,613_2.pdf,Старческая астения,R54,Взрослые,5089173,431d916605b0e7a2ee7e124dcef7975bd6db46121a4853271cfb59c20b3ea719,62,190
614_3,614_3.pdf,"Патологические переломы, осложняющие остеопороз ","M80, M80.0, M80.1, M80.2, M80.3, M80.4, M80.5, M80.8, M80.9",Взрослые,4274282,6c30fcfca8e26046f989c981b785d4284a842642c10f2df0f6161fb29d32b565,30,159
615_3,615_3.pdf,Недостаточность питания (мальнутриция) у пациентов пожилого и старческого возраста,"E43, E44, E46",Взрослые,1107506,df5cc7d0cafffadbc5648098197f9bd7e319ded665cacdcb3cb24f350ad3d00b,28,96
616_1,616_1.pdf,Хроническая боль у пациентов пожилого и старческого возраста,"M25.5, M54, M54.5, R10.2, R52.1, R52.2, R52.9",Взрослые,2251105,fa757cb07569d9d427fc5daa160812491746219afd9becd152917e4b06722214,40,126
617_5,617_5.pdf,Когнитивные расстройства у лиц пожилого и старческого возраста,"F00, F01, F02, F03, F06.7, G30, G31, I67, I68, I69",Взрослые,7183358,eedc24a609adedaf78d347ede0edb3c36920aac810bab2ad0018ff474a205945,103,389
618_3,618_3.pdf,Забрюшинные неорганные саркомы,"C48.0, C48.8",Взрослые,1053103,43176c59a191a9ddb8314878e96cfa27544e3db5dd5bc5c59f6d34000cbeafb5,13,60
619_3,619_3.pdf,Наджелудочковые тахикардии,"I47.1, I47.9",Взрослые,2394313,25a39e6fadaea38e6a18ed5a20a50046525e7100a00091a0e8230cb32acb1bbc,16,133
620_3,620_3.pdf,"Заболевания и состояния, связанные с дефицитом йода","D34, E01.0, E01.1, E01.2, E01.8, E02, E04.0, E04.1, E04.2, E04.8, E04.9, E05.1, E05.2, E07.9","Взрослые, дети",28380748,f52da168446b91e60982d08c4401dd32a77954399087ce17c0bd6ad5683c43c9,1,0
621_3,621_3.pdf,Острые и хронические тиреоидиты (исключая аутоиммунный и  амиодарон-индуцированный тиреоидит),"E06.0, E06.1, E06.2, E06.4, E06.5, E06.9",Взрослые,809588,d1599458855242708f8fe000a5d84dae0de96b2a252ad2661d6d2ed524cd41bb,52,87
622_5,622_5.pdf,Сахарный диабет 2 типа у детей,"E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0",Дети,1219003,2b81763072dac337de5eab7142bba5c00fdd6198f7d8d021a3bf5c3b09b5224d,34,74
623_5,623_5.pdf,Анемия при хронической болезни почек,D63.8,"Взрослые, дети",1023881,858094852d3100b11ddcd5e356b114905a4df97b9d2438349ff3a058669c8b6d,22,42
624_2,624_2.pdf,Анемия при злокачественных новообразованиях,D63.0,Взрослые,1464788,1ee7ece2c4f537666dee496cde0c042b37eda83a24bb11607e8509d9c393807f,25,48
625_2,625_2.pdf,Астигматизм,H52.2,"Взрослые, дети",813451,5eb9f402c04653c18d374e75692d9bea2b621c39aa2fb09cbdb78cd06f12955a,23,56
626_2,626_2.pdf,Тазовое предлежание плода,"O32.0, O32.1, O32.2, O32.6, O64.1, O64.5, O64.8, O80.1, O80.8, O83.0, O83.1, O83.2","Взрослые, дети",2557209,469c1f9166151c074e05f6ba9c13f59d874b610e25ef157c433132c74e2a7ca9,36,69
627_3,627_3.pdf,Гипопаратиреоз у взрослых ,"E20.0, E20.8, E20.9, E89.2",Взрослые,2165512,9bb94f9746d69f96a7bb8297b7c8e39ffa92529c34d6a8a3902a4b2615df7d04,19,111
628_2,628_2.pdf,Подозрение на глаукому,H40.0,Взрослые,2159281,b1b8dec405389aef9c39179faf7eecf7177f52813f86c6f3173be0812813db83,29,86
629_2,629_2.pdf,Конъюнктивиты,"H10, H10.0, H10.1, H10.2, H10.3, H10.4, H10.5, H10.8, H10.9, H11.8, P39.1","Взрослые, дети",1535655,467425dd03dd642f1d5fc4f56c4f342c319837116086c9d23241cc63f56a76af,19,41
62_3,62_3.pdf,Артериальная гипертензия у взрослых,"I10, I11, I12, I13, I15, I95.2",Взрослые,3202485,b10d1f1df988056b5be83380e9be72ca4af6056deecfa93dd06dc84ca1e2afe3,30,256
630_2,630_2.pdf,Инородное тело роговицы,"S05.5, S05.8, T15.0","Взрослые, дети",602509,55b32d6d8c8801e6f58f4bbbe06ae26a6bf6bc1a71074571d410cc8550c54560,25,37
631_2,631_2.pdf,Глаукома первичная закрытоугольная ,H40.2,Взрослые,3901268,34e7e3242ff128e58692e046a2ab37b21f76eb4013dd643b3528576570cb6426,27,96
632_2,632_2.pdf,Перелом верхней челюсти,S02.4,Взрослые,12403366,e23b94ff8513fdd239b3c5170ea2c8a6fb117e1eeafd43fc85de59745587ff12,1,0
633_2,633_2.pdf,Перелом скуловой кости,S02.4,Взрослые,9972680,e6e428dc02176c5d3a042c9a6776694bec2a246bc691f7635ecf3dfa41a14fce,1,0
635_2,635_2.pdf,"Послеоперационный рубец на матке, требующий предоставления медицинской помощи матери во время беременности, родов и в послеродовом периоде ","O34.2, O75.7","Взрослые, дети",1128256,3bc73367893208e5598e3b0173b240e64c97b14928c3a308ffb71149317b6c09,24,48
636_2,636_2.pdf,"Нормальные роды (роды одноплодные, самопроизвольное родоразрешение в затылочном предлежании)","O47.1, O47.9, O80.0, O80.9","Взрослые, дети",1377228,4346b9e5f2c56d6525a97bd6668b4155a1a43f9663e4be401f259d02a1dce0b5,1,65
637_2,637_2.pdf,"Преэклампсия. Эклампсия. Отеки, протеинурия и гипертензивные расстройства во время беременности, в родах и послеродовом периоде. ","O10, O10.0, O10.1, O10.2, O10.3, O10.4, O10.9, O11, O12, O12.0, O12.1, O12.2, O13, O14, O14.0, O14.1, O14.2, O14.9, O15, O15.0, O15.2, O15.9, O16","Взрослые, дети",1174681,cf9812622fd9fc678d9e5766a4456259a25747bb7d5b0bc594eb683e2449fba1,12,80
638_2,638_2.pdf,Многоплодная беременность,"O30, O30.0, O30.1, O30.2, O30.8, O30.9, O31, O31.0, O31.1, O31.2, O31.8, O32.5, O33.7, O43.0, O63.2, O84, O84.0, O84.1, O84.2, O84.8, O84.9","Взрослые, дети",1663026,773f1f0abc28afcc8786cedf40d6a7d363d55371f85a73811b425f0b4eba58b1,25,103
639_2,639_2.pdf,"Роды одноплодные, родоразрешение путем кесарева сечения ","O32.0, O32.2, O32.4, O32.8, O34.0, O34.4, O82, O82.0, O82.1, O82.2, O82.8, O82.9","Взрослые, дети",1708380,2c8e0949f9006ab39bcfbf509cedf07d45f33f1f3a273052491c488887cd1779,19,115
63_2,63_2.pdf,Кишечная инвагинация у детей,K56.1,Дети,1213172,a7945a542c1d13ed8bb8215ca62390b2818aff64e9942ea02e81d9564c657151,22,65
640_2,640_2.pdf,Подготовка шейки матки к родам и родовозбуждение,"O48, O61, O61.0, O61.1, O61.8, O75.5, O75.6","Взрослые, дети",1717775,ce24092c2dd8de32975b7a0361f45da826d97a936cae4b8e5cafb5a2f0e2bde8,16,64
641_2,641_2.pdf,Женское бесплодие,"N97, N97.0, N97.1, N97.2, N97.3, N97.4, N97.8, N97.9, N98.0, N98.2, N98.3, N98.8, N98.9, Z31.1, Z31.2, Z31.3, Z31.4, Z31.5, Z31.6, Z31.8",Взрослые,1396307,c79f6aaf3940604929062260e99a5d337f93da973aa7c4bacdd6385598738f61,25,109
642_2,642_2.pdf,Внематочная (эктопическая) беременность,"O00, O08",Взрослые,1684519,a5dd230efb72fad33f270e01767bf9fcfd50a39f906db94799773df3fcb9e27a,32,70
643_2,643_2.pdf,Воспалительные болезни женских тазовых органов,"N70, N71, N73","Взрослые, дети",819024,4153cc56cc904b0a315ba9fe15dc4da41f829c659b1ecf4bd61c8e80fd09c5ef,26,53
644_2,644_2.pdf,Аменорея и олигоменорея,"E28.8, N91, N91.0, N91.1, N91.2, N91.3, N91.4, N91.5, N92.5","Взрослые, дети",1454609,e479f3cf864d9245cf14f894d2ec49f9684eaa417239574fb5f546bb46a0489d,32,75
645_2,645_2.pdf,Аномальные маточные кровотечения,"N92, N93, N95","Взрослые, дети",1543580,39005ca243d5f8f73bb4682b14f80791deaae859b3a9590548f0ce54ea457eb2,26,47
647_2,647_2.pdf,Выпадение женских половых органов,"N81.0, N81.1, N81.2, N81.3, N81.4, N81.5, N81.6, N81.8, N81.9, N99.3",Взрослые,1138349,f09eeea5f08bebec11b2a37ebcafc300bfb155863999a083083fc6a7f3cd5686,21,44
648_2,648_2.pdf,Преждевременное половое развитие,"E22.8, E28.1, E29.0, E30.1, E30.8, E31.1",Дети,1686741,f05a4d239823ec935ad7ca0f64dd75e25caf240519b5c1b9afdda009d1b0449a,26,78
64_2,64_2.pdf,Острый аппендицит и перитонит у детей,"K35, K36, K37, K38.1, K38.8, K65, K66.8",Дети,1262661,a00accc49af175e9ce9a0cb20f42f795afee4aafee2d694cf8d5c17cad756cf6,21,82
650_2,650_2.pdf,Обсессивно-компульсивное расстройство,"F42, F42.0, F42.1, F42.2, F42.8, F42.9",Взрослые,1574901,338160f10fe942d98e7e8b2c42ac2529410697d3e1304dc395562a201c36d355,39,130
651_2,651_2.pdf,Стриктура уретры,"N32.0, N35.0, N35.1, N35.8, N35.9, N99.1",Взрослые,3007217,7a43aea80a3b5e5c3b04621170a160cacda1583511e78947763e49c1a16cf159,38,58
652_2,652_2.pdf,Перелом дна глазницы,S02.3,"Взрослые, дети",1090460,03c9637813efb5f6e0f661fa598f38dd545732b54d5c757c5e3b320cf2442534,19,41
653_1,653_1.pdf,Перелом нижней челюсти,S02.6,Взрослые,851510,7fcf5cd5576d8bb0cb2d05e743c51793135e4f324452b838fdad4a234e009b72,21,60
654_2,654_2.pdf,Внебольничная пневмония у взрослых,"J13, J14, J15, J16, J18, J85.1",Взрослые,20665698,118c45dc9f800fb573108ebe2f1c33730ee285cfae2222af4baf55269904aed5,26,150
655_2,655_2.pdf,Хронический бронхит,"J40, J41, J42",Взрослые,1771889,db5cee244da6a60195766e434e1631417b42b022f7ba9d44774a12a2d46a47d3,17,64
656_2,656_2.pdf,Эмфизема легких,J43,Взрослые,1397469,341dbad43375f26c15e5b271cf6cadd871f5f95fb72bf862e24adefb01360d3f,15,54
657_2,657_2.pdf,Вывих надколенника,"M22.0, M22.1, S83.0","Взрослые, дети",1176687,ca3f038c7a018a5f92f2ebe53d603ec2c08b0b83344cf4a30d69857e491ce7dc,5,7
660_2,660_2.pdf,Врожденная анемия вследствие кровопотери у плода и другие врожденные анемии новорожденных,"P61.3, P61.4",Дети,777667,9f9fb342627dd0a713ffef7c7cfa12b1ec5186963605a43fefe50558269d6d22,26,65
661_2,661_2.pdf,Ранняя анемия недоношенных,P61.2,Дети,786027,981a906bb425c5194c7a9eadd93a4abdd130130fe6408ff92122ba580965c64a,27,59
662_2,662_2.pdf,Гипертрофия аденоидов. Гипертрофия небных миндалин.,"J31.1, J35.1, J35.2, J35.3, J35.8","Взрослые, дети",1006140,d4740146d9a1168451a1ee4adc5c03c6aef49960d3c9de98f0efb76859b04839,1,44
663_2,663_2.pdf,Наружные отиты,"H60.0, H60.1, H60.2, H60.3, H60.4, H60.5, H60.8, H60.9, H61.0, H61.8, H61.9, H62.0, H62.1, H62.3, H62.4, H62.8",Взрослые,1002991,d19ef3c27555fc07260481a5fa259809144fb037c420d88ff31b78c6d61201ab,21,30
664_2,664_2.pdf,Паратонзиллярный абсцесс,"J36, J39.0, J39.1","Взрослые, дети",1037857,e4a62f1ad5567e5af3ab7b028d9a5a40ffd50d04e1d928f6dbc55b306cbebfa3,25,48
665_2,665_2.pdf,Синдром гиперстимуляции яичников,N98.1,Взрослые,1859536,8f21f33f6087e384e3439d3e24a0be3489e67a4d39d955fc719b84315f6d6b3f,15,58
668_2,668_2.pdf,Флебит и тромбофлебит поверхностных сосудов ,"I80.0, I80.8, I82.1, O22.2, O87.0",Взрослые,1707244,9858c79f00c66f31a48d709e85e09ff98377cda0bc30eb8778bafe35a126cce5,22,110
669_2,669_2.pdf,Железодефицитная анемия,"D50, D50.0, D50.1, D50.8, D50.9, D53.8, D62, E61.1, O99.0","Взрослые, дети",665250,851d60818c16e816cdffb1b1ab1a5084fde084b731d702b058cdd3d4b0bec2a8,25,68
66_4,66_4.pdf,Рак носоглотки,C11,Дети,1501967,88bcaa534648c5a9c8437400f00a7f8d5e59bc6dc87002e58d127940ef7916bc,51,120
670_2,670_2.pdf,Выкидыш (самопроизвольный аборт),"N85.3, N85.7, O02, O02.0, O02.1, O02.8, O02.9, O03, O03.0, O03.1, O03.3, O03.4, O03.5, O03.6, O03.8, O03.9, O05, O05.0, O05.1, O05.3, O05.4, O05.5, O05.6, O05.8, O05.9, O20, O20.0, O20.8, O20.9","Взрослые, дети",6417500,c729b54065ba4bb5b41148847e3dda1db195b1abdc7b860d5edc45d833662e79,19,49
671_2,671_2.pdf,Истмико-цервикальная недостаточность,O34.3,"Взрослые, дети",1163368,f7b1fcbd87f4205bc04dae378ebb340143696bf83ac18fbdd702679d96f62a7c,20,55
672_2,672_2.pdf,Острый гепатит В (ГВ) у взрослых,B16,Взрослые,1256818,f8469254ceb431de0454295abe832d4e895d0b12ff04728495add6a83ac26b37,26,75
673_2,673_2.pdf,Хронический вирусный гепатит D (ХВГD) у взрослых,B18.0,Взрослые,1002280,1f577b56e0fb173217f410c4886ec4c6c3c16d4055f5b03754704b8331a3db26,30,71
674_3,674_3.pdf,Шизофрения,"F20.0, F20.1, F20.2, F20.3, F20.5, F20.6, F20.8, F20.9",Дети,1306470,e28b79b6794b0e1ffee64202d587a0f05260539815aeb31f2aa6ca4ddae2934e,22,120
675_2,675_2.pdf,Биполярное аффективное расстройство,F31,Взрослые,2014108,62963f2605a9b6772c60dcbdfed5c7cfc0f966919e0cb3924574abcda1705cb4,1,30
676_2,676_2.pdf,Умственная отсталость,"F70, F71, F72, F73, F78, F79",Дети,4873023,7bb53a9e83863fefd16989d25839d2cafe6cfa88b6fcb6202896760ad82bfc0f,39,71
677_1,677_1.pdf,Идиопатический легочный фиброз,J84.1,Взрослые,1719795,3596888f7eda7ee48d2db3b90e45fffbb14fa2c3399f83e194149a7da1da7e28,19,56
678_2,678_2.pdf,Отморожение. Гипотермия. Другие эффекты воздействия низкой температуры.,"T33, T34, T35, T68, T69, T95","Взрослые, дети",2422787,a755e9e022a05399040939840469590aa675ac5086f7874c894c2bb3bbdbbb84,43,186
679_2,679_2.pdf,Аногенитальная герпетическая вирусная инфекция,"A60, A60.0, A60.1, A60.9","Взрослые, дети",1190001,cf98d0ba843e94e9b9c644ff5d9511ce2f74b35e6d3e8a3c023d3ec97a95fb3e,1,47
67_2,67_2.pdf,"Злокачественные новообразования почек, почечных лоханок, мочеточника, других и неуточненных мочевых органов","C64, C65, C66, C68",Дети,7018695,892317df05de85b0c3bbdf6712ce61a71fd51d4a64c69a5068f43623e9acb5fe,74,184
680_2,680_2.pdf,Варикозное расширение вен нижних конечностей,"I83, I83.0, I83.1, I83.2, I83.9",Взрослые,1871525,140996afec0f74de758d1321d20d84e0d99dd8d1467bae9fbdd9db0c39824de6,20,218
681_2,681_2.pdf,Пропионовая ацидемия /ацидурия,E71.1,"Взрослые, дети",1900641,c165ed35023b930dc2aec3037d118b7b2b787bed92173f6eea30da111a45331a,31,88
682_2,682_2.pdf,Болезнь Крона,"K50, K52.3, K52.9",Дети,2654771,97db5200b3edc00ef7632c3ea63a1f0d94516a356d9f18a82c1996e722c473f3,45,180
683_2,683_2.pdf,Хронический тонзиллит,"J31.2, J35.0, J35.8, J35.9","Взрослые, дети",911018,f26fb285017b77db6c7aa46cc66cd4996236b3b70b559f283df974deace63fdc,20,53
684_2,684_2.pdf,Паховая и бедренная грыжа,"K40.0, K40.1, K40.2, K40.3, K40.4, K40.9, K41.0, K41.1, K41.2, K41.3, K41.4, K41.9",Взрослые,1527858,b7bc47f996a6b2aecd244767d23064e015012f2a8615d8af8893d37343500067,29,78
685_2,685_2.pdf,Послеоперационная вентральная грыжа,"K43.0, K43.1, K43.2, K43.3, K43.5",Взрослые,2401732,0604b170cf4ed838dae4bd6a98c8b6c266c0b16b71cb5542f031d2af4ea1454f,20,68
686_3,686_3.pdf,Тиреоидиты у детей,"E03.8, E06.0, E06.1, E06.3, E06.5, E06.9",Дети,927303,7fa09993124c5e938f52046343b5126f58628144c376a4c732a4e3707e61270a,19,53
