guideline_id,filename,guideline_name,icd10,age_category,file_size_bytes,sha256,candidate_section_count,candidate_chunk_count
263_2,263_2.pdf,Анафилактический шок,"T78.0, T78.2, T80.5, T88.6","Взрослые, дети",1080020,48397271e39e0fa20de26b75ad7bd55076fed02d51889f533c1a2101515b1410,23,44
264_2,264_2.pdf,Крапивница,"L50, L50.0, L50.1, L50.2, L50.3, L50.4, L50.5, L50.6, L50.8, L50.9, T78.3","Взрослые, дети",2226064,dad75ff653e9b8416a7e7cea08f61807523f2eee148c8b5f562a6c26434ec521,35,119
265_3,265_3.pdf,Атопический дерматит ,L20,"Взрослые, дети",1635585,85ed82f8e1cee5ba30d3aa21dce01b5a72dd7add5637a8804d14dc69be80efd7,30,125
266_2,266_2.pdf,Солитарная (экстрамедуллярная) плазмоцитома,"C90.2, C90.3",Взрослые,817099,2a4fd4f0dad1b2d90b1831f7059b3460816ca6a7795d37eedb1ca070c766c756,12,31
267_2,267_2.pdf,Наследственный ангиоотёк,D84.1,"Взрослые, дети",2521220,98be032af7527fbb2520b2bebedcdaf5c48e45d028ce4dc53e26d5c0ea3a8f29,34,100
26_4,26_4.pdf,Юношеский артрит с системным началом ,M08.2,Дети,2572717,d048863c0e60b06ac82d7025d1e82a735de72dbbadf325a53ed12d93ef0d4314,29,318
270_2,270_2.pdf,"Тиреотоксикоз с диффузным зобом (болезнь Грейвса), узловым/многоузловым зобом","E05.0, E05.1, E05.2, E05.3, E05.4, E05.5, E05.8",Взрослые,29006209,6818a88fbb1b7a0432665c9fe4953ba994d5fa18a1a1a77f5151d8f8744ea8a1,1,0
273_5,273_5.pdf,Хронический панкреатит,"K86.0, K86.1, K86.2, K86.3, K86.8, K90.3",Взрослые,1829001,d2a16baedd326b6a2641247a3740e4a653dc2ea966daef6054ebf275be8f9175,18,119
274_3,274_3.pdf,Запор,K59.0,Взрослые,767834,5b315c45d68ed05146e77f5501d9e6d5b75eb9b3010d3c5658d25b9258e69a33,19,43
277_2,277_2.pdf,Язвенная болезнь,"K25, K26, K27.0, K27.4, K28.0, K28.4, K31.1, K31.2, K31.6, K31.9",Взрослые,1586046,046f35ed97464c5591b783dbc507a78564db563dbc4d86f8e8a1bbefa3e59bdf,8,46
27_2,27_2.pdf,Рак гортаноглотки,"C12, C13",Взрослые,1287893,5cb171d7060879033ea4f1a4b8f41255d5e03ca6eed6f8abc13eceaffe81d762,24,67
281_3,281_3.pdf,Инфекция мочевых путей,"N10, N11, N13.6, N15.1, N30, N30.0, N30.1, N30.9, N39.0",Дети,1280766,7db13a28ac5708ffccfc7216d81f4a2c3ffcbb9527be87988207a608713577df,30,69
283_2,283_2.pdf,Гипертрофическая кардиомиопатия,"I42.1, I42.2",Взрослые,2375845,39e470b391069adbd8013e5aec2072eb6d2c6dcbd828b5cd5c3372d9743ffd12,49,244
284_2,284_2.pdf,Катаракта старческая,"H25.0, H25.1, H25.2, H25.8, H25.9",Взрослые,1231143,51013ad59e77c14967a7b3ac0705577a6259aae3cb46bcb02045d015e9b74cb2,1,9
286_2,286_2.pdf,Сахарный диабет 1 типа у взрослых,"E10.2, E10.3, E10.4, E10.5, E10.6, E10.7, E10.8, E10.9",Взрослые,2128711,696c41626d7337c5ef4ea9518821f0851a2a23dcd11f0e61c67bde09bea1fca3,55,223
287_3,287_3.pdf,Сахарный диабет 1 типа у детей,"E10.1, E10.2, E10.3, E10.4, E10.5, E10.6, E10.7, E10.8, E10.9",Дети,2193535,35d2064a6e1f3ea55bab7bc3a46ac30d32d94f6ed0c71f7eb64972ac812a9823,39,119
288_2,288_2.pdf,Нормальная беременность,"Z32, Z33, Z34, Z35, Z36","Взрослые, дети",2031127,8bfacd2d4e582081e9073e3c5876a739c44590d41d0428e1dd53b1f08384cfef,23,112
289_2,289_2.pdf,Внутрипеченочный холестаз при беременности,O26.6,"Взрослые, дети",922881,59d86a3d1d40c7bd05051290c06d4b6816fc1ff1b9f8718383e46388c0b8ee8f,23,49
28_3,28_3.pdf,Ожирение,"E66.0, E66.1, E66.2, E66.8, E66.9",Взрослые,1431275,e19c5929a7d5a0e2fb1545af299e8c67a298e794b874e3b05a87b85941787122,22,85
290_2,290_2.pdf,Сахарный диабет 2 типа у взрослых,"E11.2, E11.3, E11.4, E11.5, E11.6, E11.7, E11.8, E11.9, R73.0, R73.9",Взрослые,2748144,7cfa62aeb00014bb44a61f00b110f54d7313137d80278f593445de73b1132435,63,300
291_2,291_2.pdf,Мукополисахаридоз тип I,E76.0,Взрослые,2134011,679bcf72972b33d5fc859fe8de985d4c02d1f603d1c7df6feb83eda96f4fcf47,29,97
292_2,292_2.pdf,Мукополисахаридоз тип II,E76.1,Взрослые,1257440,01312c945a3a2939007b03995ffb1ea99b9f2913e1593364d83b258c652b6982,31,97
293_2,293_2.pdf,Мукополисахаридоз тип VI,E76.2,Взрослые,1186654,e1e8c6fadd88eaa9f6d916b177a2d11d9fe289bfd426437ce2abf0c65e22a77e,24,90
294_2,294_2.pdf,Болезнь Ниманна-Пика тип С,E75.2,"Взрослые, дети",1977187,18efa40343dd7886d3826744e1168372a033a01110759a32a5265e548dd600e7,29,89
295_4,295_4.pdf,Мигрень,"G43, G43.0, G43.1, G43.2, G43.3, G43.8, G43.9, G44.0, G44.1, G44.4",Взрослые,1846094,86af9acc963171d7ab2562a9efdd0c36d8f726bf632a32cd84a6ff94941ecfc0,28,109
297_2,297_2.pdf,Карцинома Меркеля,C44,Взрослые,2490584,895b96c73a6ea5f152b694de5a4a427683a0e43289124666e82e208542319ec1,1,82
301_3,301_3.pdf,"Депрессивный эпизод, Рекуррентное депрессивное расстройство","F32, F33",Взрослые,2148711,2e8b83978be0e5fa3772e1dc37b44954bc5991fb4f74433ffd1375700ab7b5bd,46,162
304_2,304_2.pdf,Грибковый отит,"B37.8, B44.8, B49, H60.8, H62.2, H66.3","Взрослые, дети",1212679,fd8608281142ebb55a5280ae9f06def4fbf4fa763b4238a69cd309a95a5b1e72,23,38
306_3,306_3.pdf,Острый тонзиллит и фарингит  (Острый тонзиллофарингит),"J02, J02.0, J02.8, J02.9, J03, J03.0, J03.8, J03.9","Взрослые, дети",736786,33d3393ae7f5aec31cfe933e186a98e6aef853cc563665399d46d79f803ec337,26,67
309_2,309_2.pdf,Острый ларингит,"J04.0, J04.2","Взрослые, дети",1007938,f36f587bda75ba87de850363c7a12cefa7ad091b306bfc2c4952362fd257921a,23,45
30_5,30_5.pdf,Злокачественное новообразование бронхов и легкого,C34,Взрослые,2895543,77ecfa071327276d3cac0e3a0876eed299e4260ccc410e5e69163a3fb6dfe319,25,213
313_3,313_3.pdf,Острый синусит,J01,"Взрослые, дети",1284442,b78ba7e8b770e40211bf9b92d134b9e206af8021aae28ccd8c7b4172ad51a28c,28,62
314_3,314_3.pdf,Отит средний острый,"H65.0, H65.1, H66.0","Взрослые, дети",1174380,6022928b4138f2a2ab9319c34e2a3b2c13bb53f2d08add5eb3fa83eed296665d,25,56
315_4,315_4.pdf,Отосклероз ,H80,"Взрослые, дети",2403457,e9f61287e6ddf09409a3eaff2ae9e424183e4bad3ce178eb9ef491484784e662,21,48
317_2,317_2.pdf,Болезнь Помпе,E74.0,"Взрослые, дети",4092723,4b8543753ecffa0b2cbec27ba96a1090a8d2d16f68eaa01ac01daa6280ab2946,34,85
318_2,318_2.pdf,Болезнь Фабри,E75.2,"Взрослые, дети",1611273,b477cfc91acddf653343be59d45fcff3814df6390a5e3a4e506ffd01bcd36b5d,26,95
325_2,325_2.pdf,Острый аппендицит у взрослых,"K35.0, K35.1, K35.9, K36, K37, K38.0, K38.1, K38.2, K38.3, K38.8, K38.9",Взрослые,1879937,97a5350835b5c28a6cf02f035e70b972e54aa2e510caf8b766d4ef9f673abc51,26,61
327_3,327_3.pdf,Острая неопухолевая кишечная непроходимость,"K31.5, K45, K46, K56.0, K56.1, K56.2, K56.3, K56.4, K56.5, K56.6, K56.7",Взрослые,711903,252bb90c7a6d14463719c81881594224272c6b18c0fbd8d34cf17bf3013cc0d2,16,62
329_2,329_2.pdf,Дифференцированный рак щитовидной железы,"C73, D44.0",Взрослые,2306102,520b96137fa4cd34edae4b0746cfc73550fbcb253f3f26c7473cbcd3a6904b07,33,83
32_2,32_2.pdf,"Психические и поведенческие расстройства, вызванные употреблением психоактивных веществ Синдром отмены психоактивных веществ (абстинентное состояние, вызванное употреблением психоактивных веществ) (кроме алкоголя и никотина)","F11.3, F12.3, F13.3, F14.3, F15.3, F16.3, F18.3, F19.3","Взрослые, дети",1288735,aabb7c199356ceb1ac4a2f630f57e1971bc5e12bef03ca2e7b4a9377c8a5e451,20,67
330_2,330_2.pdf,Рак трахеи,C33,Взрослые,1592154,626b098821646c7aa040a350e306f21f3d16f508c29da7bf616c09c6f7244ef7,54,83
331_2,331_2.pdf,Преждевременные роды ,"O42, O47.0, O60, O60.0, O60.1, O60.2, O60.3","Взрослые, дети",1223567,0aa313f028cebbef53e65967db57f8cc344c4d3fced8519fcdb26ac4b8b5ecbb,20,73
332_2,332_2.pdf,Медуллярный рак щитовидной железы,C73,"Взрослые, дети",1578424,13a9b2578fef28e2eebdb62e62d25a4f27b0972e5308a3dc30dbce3fde1a8c85,24,58
340_2,340_2.pdf,Синдром дыхательного расстройства у новорожденного,P22.0,Дети,2026511,1a74763bb850b421c687d49f333d924b431cd0b4290218e53d95b557c4508a13,23,76
341_2,341_2.pdf,Рак коры надпочечника (Адренокортикальный рак),"C74.0, C74.9, D44.1","Взрослые, дети",3034718,948a6696fd04dcdc970b4b4a6d1134de18d09faa6813838909fd5b03a39258f6,44,160
344_2,344_2.pdf,Злокачественные новообразования  влагалища,"C52, D07.2",Взрослые,8437370,4d74d666b401c615e03cfdac7437aa7099ae6ddf6a4dd4c50d5e0760247ef339,39,82
346_2,346_2.pdf,Пограничные опухоли яичников,"C56, D39.1",Взрослые,1091440,b9c1bfc703f7b0c2813151157de855c3080a4c9ca07bedcdf90188a33243ae3a,13,35
347_2,347_2.pdf,Геморрагическая лихорадка с почечным синдромом ,A98.5,Взрослые,1721686,ad129afea3e25d04c460e826427a7cc80916fd8c34cfc0106f8cff800eb9d13d,27,82
34_3,34_3.pdf,Тотальный аномальный дренаж легочных вен,Q26.2,Дети,742731,86fa5f12baaf75b2d26a920fa204ecb6e1024dd2b31f092c66a8732e03c67945,22,44
352_3,352_3.pdf,"Острый обструктивный ларингит [круп], эпиглоттит, постинтубационный отек гортани  ","J05.0, J05.1, J38.4, J38.6","Взрослые, дети",789606,4aec9b17a8ed4fe241784727deca520a08e447861276e43b39019f1ddfa092b6,33,73
354_2,354_2.pdf,Другие нарушения накопления липидов (Дефицит лизосомой кислой липазы),E75.5,"Взрослые, дети",1391317,cf4606e5cda9ae423bb270bce6f6570a3f76d3fa8670af8af0143bc6fd7c5979,44,88
355_5,355_5.pdf,Рак поджелудочной железы,"C25, D37.7",Взрослые,2112368,38368167f98fd46141ae39a8c7fd05ad23d48eaa569acf7a14af424b36a0b86e,28,106
358_3,358_3.pdf,Другие воспалительные полинейропатии (Хроническая воспалительная демиелинизирующая полирадикулонейропатия),"G61.8, G61.9, G62.8, G62.9",Дети,1177363,d6ba467053488f54a92c2152532641dc81f075eb9a5bc8435e325fa7bbd6f1be,31,115
359_3,359_3.pdf,Бронхиальная астма,"J45, J45.0, J45.1, J45.8, J45.9, J46, Z57.2, Z57.3, Z57.4, Z57.5","Взрослые, дети",6258765,aba3f58bd97995deef4d2cdfd110f20084f0f974c265cac73bd14c929a75f54d,53,251
35_2,35_2.pdf,Дискордантное предсердно-желудочковое соединение ,"Q20.5, Q20.8","Взрослые, дети",1119360,1e0b17531d4831d81b385839de5a99a5263591103a6764e0b6e801fd2abde5e6,19,73
360_3,360_3.pdf,Острый бронхиолит,"B97.4, J21.0, J21.1, J21.8, J21.9",Дети,1030551,4c2975bd8c391e0a8948b7b4e3796138dda264c8ae116c3519ef9ad48d59c9d9,29,59
369_2,369_2.pdf,Пузырчатка,L10,"Взрослые, дети",481489,1d46830b67461d3cb0a5a7c4d99929097687ccae041ac512aafd6e1afbd2eaee,22,51
372_3,372_3.pdf,Кистозный фиброз (муковисцидоз),E84,"Взрослые, дети",3910878,baff8509d3c40ceaf9971331740839b7c1d69aa41c75619bea48242c0040b2dc,61,400
374_3,374_3.pdf,Мочекаменная болезнь,"E79.8, E79.9, N20, N21, N22, N23",Дети,927069,86607cc07729ccde881116d150dc8aef632cf5bc63e316a44bf6e1ed90ebc6e4,36,92
375_3,375_3.pdf,Нарушения обмена галактозы (Галактоземия),E74.2,"Взрослые, дети",1321094,f2df9d7268224cfdaf39ca744279cd5ca635b646c2400349b6f61545b8b30fc7,36,85
376_3,376_3.pdf,Нарушения обмена меди (болезнь Вильсона),E83.0,"Взрослые, дети",2519421,ac00c286e7b026e6a03423c1c08484b3da1c92feeb47ce887c5e08631a00b4f8,36,112
377_2,377_2.pdf,Бронхолегочная дисплазия,P27.1,Дети,1236268,7f8d157721e96d07b5c9ddbc88546b9c65987f7190353baca287cc8377e297ce,38,114
379_4,379_4.pdf,Рак молочной железы ,"C50, D05",Взрослые,2881559,0e7ef1aecbe3efcd57eb38d1a3c08c1015dc98fef648971ee0e96899a0395c5a,21,153
37_2,37_2.pdf,Аортальный стеноз ,"I06.0, I06.2, I06.8, I06.9, I08.2, I08.8, I08.9, I35.0, I35.2, I35.8, I35.9, Q23.0",Взрослые,2046356,517722ab57428591730eadc755443faf1f96d2bfc6d50424cc4866baa69ef357,36,124
380_3,380_3.pdf,Мукополисахаридоз тип I,E76.0,Дети,1097935,2bdc6fba7a5f96900d0d06a81ffb2a493e16ce578489f40c5a6f1a5e7f988615,30,97
381_3,381_3.pdf,Бронхит,"J20, J40, J41, J42",Дети,5538468,881dd5dcd3510558e29cab91cf0694021e06e69ce5536749b349aba04923a2c4,54,97
382_2,382_2.pdf,Фибрилляция и трепетание предсердий,"I48.0, I48.1, I48.2, I48.3, I48.4, I48.9",Взрослые,4173051,ce705410f89e2ca0a838df6a30645c8943b84c987c575c887abcd56f02e35040,71,308
385_3,385_3.pdf,Болезнь «кленового сиропа»,E71.0,"Взрослые, дети",2023235,a815eca72aa166ad443c5d057f4d4ce9ece479d591f5e8d436519846ac4d201e,34,84
387_3,387_3.pdf,Другие виды нарушения обмена аминокислот с разветвленной цепью (Метилмалоновая ацидемия /ацидурия),E71.1,"Взрослые, дети",1993774,82314e6eb68c8c20b15a8eff50570d100d6c57a107f461e47bb398c44e04360e,30,97
388_3,388_3.pdf,Язвенная болезнь желудка и/или двенадцатиперстной кишки,"K25, K26",Дети,1191337,e30b05e350ebd05c7f9b6d6420d81cc9cd2b126a4e2ef313019458648b503952,32,84
391_3,391_3.pdf,Язвенный колит,K51,Дети,2087684,5bc39b4a901c4ae087b30b95539116f91fd16d882b11d993be27a8382592d459,29,129
392_3,392_3.pdf,Мукополисахаридоз тип II,E76.1,Дети,1485764,b0602984a3cba166a876a60c8ff8fc7c68893abac1220726094678c005ef2d12,34,114
395_3,395_3.pdf,Мукополисахаридоз тип VI   ,E76.2,Дети,1504189,3b1d98d7c7386a8193213c60c5bc23ddf1645311de7cc0794be3aff579bbb072,31,95
396_4,396_4.pdf,Рак ободочной кишки и ректосигмоидного перехода,"C18, C19, D01.0",Взрослые,3479065,21c29ba515793a5aaa00868214f8ca6087d17627d8bf94fb0069f38423c98ea9,1,125
397_3,397_3.pdf,Специфические расстройства личности,"F60.0, F60.1, F60.2, F60.3, F60.4, F60.5, F60.6, F60.7, F60.8, F60.9, F61",Взрослые,1028846,7874677bb299e3220d7d0c5736cdafa0e1a3e5c64a98a84f1f5719b2c5efa1ef,25,62
39_3,39_3.pdf,Тетрада Фалло,Q21.3,"Взрослые, дети",1809660,c8542145f285bd1c46970e6bdfc3a2110e5b21ec028eb66e79fea5d6d1dfefba,15,69
3_2,3_2.pdf,Рак полости носа и придаточных пазух,"C30, C31",Взрослые,1471917,1142cf9c29d34e1d7658113365c7d9c6279fcf8c1af5a7c0d739016751cec67c,18,65
400_2,400_2.pdf,"Хронический болевой синдром (ХБС) у взрослых пациентов, нуждающихся в паллиативной медицинской помощи","R52.1, R52.2, Z51.5",Взрослые,2304582,1b14eacb30fb87a22678248d46e1f0f3b7ec3acda822a7a723104a8db999d7af,38,131
401_2,401_2.pdf,Хроническая сердечная недостаточность у детей,"I42.0, I42.8, I42.9, I50.0, I50.1, I50.9, P29.0, Q24.8",Дети,28688984,0a8e31026381da4a7b2551483856cd765d2da12360fff1ffce1f69c3a1d00e19,1,0
402_2,402_2.pdf,Гастроэзофагеальная рефлюксная болезнь у детей,"K21, K21.0, K21.9",Дети,2026225,70223fde33f63e371c9ed55c76065250aa14fbbd29110d5f7a8b096eeefe6d92,34,89
405_3,405_3.pdf,Изовалериановая ацидемия/ацидурия,E71.1,"Взрослые, дети",1383796,fab0be7deaa151294657cd6e2a894b1e3f2613d3d127f7480df807c51501cdd2,33,83
406_3,406_3.pdf,Глутаровая ацидурия тип 1,E72.3,"Взрослые, дети",2059762,819af0791506b7db3e3c7a59b7e66840c8e0eb5a80fd92cd2208a1f4206e957d,39,86
408_2,408_2.pdf,Миокардиты у детей,"I01.2, I09.0, I40, I41, I51.4",Дети,42319119,8ef46d0fc9415e86161c05e851cb38f3b2ff725dd891c858a3aa6c32d542f735,1,0
409_3,409_3.pdf,Наследственная тирозинемия 1 типа,E70.2,"Взрослые, дети",1415334,55b928c04b155699db1e4391255fda52e5abed256e7da8290e8662048b2be671,24,77
43_2,43_2.pdf,Открытый артериальный проток (ОАП),Q25.0,"Взрослые, дети",2729570,fe5957276313545becb6afe3baee305a2e3d2ce3a5c4849f61ac8318dbebd691,18,75
448_4,448_4.pdf,Перелом (вывих) грудного и пояснично-крестцового отдела позвоночника,"M48.3, S22.0, S22.1, S23, S23.0, S23.1, S23.3, S24, S24.0, S24.1, S24.2, S32, S32.0, S32.1, S32.2, S33, S33.0, S33.1, S33.2, S33.3, S34, S34.0, S34.1, S34.2, S34.3, T91.1","Взрослые, дети",1716219,6db15534badbacff9579a83f3df87b26a98fad0b74709f88cbe960df4d6181e4,40,134
44_3,44_3.pdf,Единственный желудочек сердца,Q20.4,"Взрослые, дети",1507510,8fc6110f667a6fdc36d368140fde8fa935879887c261e3af81f24f6bf22855aa,29,82
450_3,450_3.pdf,Рак уретры,C68.0,Взрослые,2992880,3efecd7ce8704d71d9189a54ef6101572f1c9295e061cddad8ba63365161faba,14,69
451_3,451_3.pdf,Шизофрения,"F20.0, F20.1, F20.2, F20.3, F20.4, F20.5, F20.6, F20.8, F20.9",Взрослые,4131177,f70d8021ba33cb61538049758a586ae1d8f8b605f65a3c157ae65c30eea4fa10,31,196
452_3,452_3.pdf,Умственная отсталость у взрослых,"F70.0, F70.1, F70.8, F70.9, F71.0, F71.1, F71.8, F71.9, F72.0, F72.1, F72.8, F72.9, F73.0, F73.1, F73.8, F73.9, F78.0, F78.1, F78.8, F78.9, F79.0, F79.1, F79.8, F79.9",Взрослые,760361,2e559c3c36ccdee63e93ec68b85b746d0e32fd5b700c808f6679f7840c85e9a3,11,39
455_3,455_3.pdf,Тревожно-фобические расстройства,F40,Взрослые,2997660,2a51982fb1919c0ef9115e5231f8ef9d65863306d2d5b95aa0aa7821a6f328b7,44,169
456_3,456_3.pdf,Паническое расстройство,F41.0,Взрослые,1667407,a0f23668c4cf498d08a82d0d5bf67a209c33a113c8c61bd8a0873d5a9139c94d,42,159
457_3,457_3.pdf,Генерализованное тревожное расстройство,F41.1,Взрослые,1763250,c2db38ebb558ba98a8514bb3027f3e71d0cf293c512183f882ac9a94da21271a,40,147
459_2,459_2.pdf,ВИЧ-инфекция у детей,"B20, B21, B22, B23, B24, R75, Z20.6, Z21",Дети,2620609,6686a042ea05581b32f7fe1ddb0ec7e2f835300d55557343c3e0d191819c092b,30,211
460_4,460_4.pdf,Рак тела матки и саркомы матки,"C54, C55, D07.0",Взрослые,2124502,d7fc4eb529cb282d664aa8f1f2911c22c1ade64b1db577cda0d22ae84b326cea,11,53
462_2,462_2.pdf,Острая кишечная непроходимость опухолевой этиологии,K56.6,Взрослые,1717530,c8c46a1b84f17e5dc56127680abfc1cc3110aecff29fab00870463956f9d8c72,31,74
466_3,466_3.pdf,Гемолитико-уремический синдром ,"D59.3, N08.2",Дети,2985690,6cfdf8e5a1e954f524899c8ea29dc1a3e383f3b9b143530062352337e9d0266b,47,190
467_3,467_3.pdf,Базальноклеточный рак кожи,C44,Взрослые,3704865,96ab7a37e88923ed304ed2cadc954f5e294754700eaa1218b49eff62155c777c,30,130
469_3,469_3.pdf,Хроническая болезнь почек (ХБП),"D63.8, E21.1, E43, E44, E83.3, E83.5, E83.8, E87.2, E87.5, E89.2, N15.9, N18.1, N18.2, N18.3, N18.4, N18.5, N18.9, N19, N25.0, Z49.0, Z49.1, Z49.2",Взрослые,2082377,910a6cd75bafaec68f1e1163c9540cd5b4c98fe1bdf4d904f3927332b1a50a36,26,294
46_2,46_2.pdf,Дефект межпредсердной перегородки,Q21.1,"Взрослые, дети",2368286,dbea8aa82db6ea4e75af200eb3c9bf02803a0edb0a70ef3b007f01150430256f,19,57
474_2,474_2.pdf,"Врожденные аномалии костей черепа и лица, врожденные костно-мышечные деформации головы и лица ","Q67.0, Q67.1, Q67.2, Q67.3, Q67.4, Q75.0, Q75.1, Q75.2, Q75.3, Q75.4, Q75.5, Q75.8, Q75.9, Q87.0","Взрослые, дети",832831,dad47c7e5b349025e5235ac457058d110debe8cf4fe06bcd2e60ac84d3157d69,25,43
475_3,475_3.pdf,Рак гортани ,"C32, D38.0",Взрослые,1641905,4fdb4c42e80c610c910816c74d0dcb53283644e09278903c492fbdab1bd91c34,22,87
476_3,476_3.pdf,Плоскоклеточный рак кожи,"C44, D04",Взрослые,3361528,d3a7b2fc7ac1464051d4d342d70f63b26c08eee6e0908328c3bf700c0921f340,27,132
477_2,477_2.pdf,Юношеский артрит,"M08.0, M08.1, M08.3, M08.4",Дети,3850471,e892418f96dd2c99203b613645a8d974807d2823eb50a46d119e64376a0e3a85,46,419
479_2,479_2.pdf,Неспецифический аортоартериит ,M31.4,Дети,2929391,faebe3a760a1987fffae891cf7d549f0287f4739904b45b728ae517ba4dcfff6,31,352
47_3,47_3.pdf,Атрезия легочной артерии с дефектом межжелудочковой перегородки (АЛА с ДМЖП),Q25.5,Дети,971578,7da0ba946df8e461c53e866776b9cadd35facc7b902eee17c96cea0c7090153d,19,53
482_2,482_2.pdf,Классическая фенилкетонурия и другие виды гиперфенилаланинемии,"E70.0, E70.1, E70.9","Взрослые, дети",1850433,32fb3f1a5eadca90e561f1ad6b35480278d350f047d1337424935ce86256b12c,34,145
483_3,483_3.pdf,Нарушение обмена серосодержащих аминокислот (гомоцистинурия),E72.1,"Взрослые, дети",10824342,ea1128af117987c943a262042b3813c1ccd5c14856204b573d84c0afb32cd62c,37,104
484_2,484_2.pdf,Системная красная волчанка,M32,Взрослые,1186957,656c68973ee9c14161e882603b0c99a58e8b5b09084c6d2d7345db88bf29425f,43,148
488_3,488_3.pdf,Острый гепатит В (ОГВ) у детей,B16,Дети,1122599,3991f07f5baa8451820036c95d9bc16cb87b715d3d3a1f7b5ccad3e1788f4230,27,79
492_2,492_2.pdf,Простой герпес (ПГ) у взрослых,"B00.1, B00.2, B00.3, B00.4, B00.7, B00.8, B00.9, B34.9, K12.1",Взрослые,1616075,3ce5a4f98888f9f96ae18fe1e15feb2ffce9b4364800668a3a48b70850358a57,40,137
493_3,493_3.pdf,Черепно-мозговая травма у детей,S06,Дети,2046557,a5e5ef6de3d9f23bcc2d1ea2e8d14d2c0d57751a462c75c317a1ac68d9103f72,33,112
494_3,494_3.pdf,"Брюшной тиф (инфекция, вызванная Salmonella Typhi) у взрослых",A01.0,Взрослые,1567333,2f516388896dd6a96dbc9d3bf4221fdd338d57a46dc765581a250709fe885e36,25,77
495_2,495_2.pdf,Рак желчевыводящей системы,"C22, C23, C24.0, C24.8, C24.9","Взрослые, дети",1615705,3f975a5f9d3f8bb10b352cdfbbd129d2e8dd89239d489b3de91c71fab86f2410,27,100
496_2,496_2.pdf,Острые лимфобластные лейкозы,"C83.5, C91.0, C91.5, C91.7, C91.9",Взрослые,2958294,9320ba610c5c3723e82b02175e89cbeb4a2c5af94686bc1b51227eb5ed29cf86,15,88
497_2,497_2.pdf,"Мезотелиома плевры, брюшины  и других локализаций","C38.4, C45, D20.1, D38.2, D48.4",Взрослые,1329262,0bc6d4d91c71e69349373580e8cd9b9e837f474d0a7aecfa587aeef4d4c44b6c,19,73
49_3,49_3.pdf,Врожденный клапанный стеноз аорты ,"Q23.0, Q23.1",Дети,1508055,67f9a71d25f8fe910dba6bafae5a802ea6dbe5369a343e18fabd23dcba51fcf5,26,81
4_2,4_2.pdf,Рак ротоглотки,"C01, C02.4, C05.1, C05.2, C09, C10, D37.0",Взрослые,2383241,a793793a4595d804b865de5ad8fc9469572306ae51cfe09f8da8e1e35dadc8ed,27,99
501_2,501_2.pdf,Рак вульвы,"C51, D07.1",Взрослые,674406,13233f94688c080cd3906eb851f8037aed8bfc8ef882ed59ed538bb991aedc3e,35,75
502_2,502_2.pdf,Опухоли средостения,"C37, C38.0, C38.1, C38.2, C38.3, C38.4, C38.8, D38.3, D38.4",Взрослые,2469423,44fa3b6cddbc68a4392719425f2d04ce1abd10ea0b76ec828f0f7a7a21ee6834,21,87
507_3,507_3.pdf,Туберкулез у детей,"A15, A16, A17, A18, A19",Дети,2337004,ecc53ef111e4aa550da5b58f37133ed8c7cf76eeb75b0f7f17cd6cb089126d16,28,160
515_3,515_3.pdf,Саркомы мягких тканей,"C49, D48.1, D48.2",Взрослые,2075353,db261a92d3888fedc5b214acb6c5a34727da1f84a827e130a32567e0e3031c4f,34,98
516_3,516_3.pdf,Хронический вирусный гепатит С ,B18.2,Взрослые,1828976,c7246ea4da9cfaeaf98946d1f2b2e13ecdde10ad98516be94c77eef759623fb1,44,117
518_3,518_3.pdf,Нейросенсорная тугоухость у взрослых,"H90.3, H90.4, H90.5, H91.1, H91.2, H91.8",Взрослые,1508112,ee9ddb33807962e61c4627b8ad644c5571e66a941f7f1dc276516264bfc80c5f,25,59
51_2,51_2.pdf,Рак полового члена,"C60, D40.7",Взрослые,2901004,54d29208c37dd988b1fa1985d36e0bc6363b5469ded6ce19f383ed88cd13f0a1,16,74
523_3,523_3.pdf,Геморрагический инсульт,"I60, I61, I62, Q28.2",Взрослые,3934840,73011a5acce444d9fc1e81efd02554e276499c13a4fd8ffe5a4c22445a3c61e7,52,234
524_3,524_3.pdf,Первичная надпочечниковая недостаточность ,"E27.1, E27.2, E27.3, E27.4, E27.8, E35.1, E89.6",Взрослые,2399994,4eaa777f294ffec55a13fee9e0c5bccbe36a3af4d7b25cb528a5df1d45434355,31,92
526_2,526_2.pdf,Уротелиальный рак верхних мочевыводящих путей,"C65, C66",Взрослые,3921490,68153320bba27a051e6e689a795f95c8eb50671f85226ea3e7196d65ec3b3ce9,16,72
529_2,529_2.pdf,Острый лимфобластный лейкоз,"C83.5, C91.0, C95.0",Дети,3122860,cec8866d16bfb12cab019d05b9f1e453d73cf86af31675c07fd0098c22b32e58,33,314
531_4,531_4.pdf,Гипотиреоз,"E03.1, E03.2, E03.3, E03.4, E03.5, E03.8, E03.9, E06.3, E89.0",Взрослые,949935,1ed543059008d58202c4031d66409cc0b8c18bfef970d720c50ef25dac5ddf8a,24,47
532_5,532_5.pdf,Саркомы костей,"C40, C41, D48.0",Взрослые,2162448,9eb35acb923d54a0d27878e925fd21eed6781966ec5b4bdc0a8d6c11710e4f3f,8,79
